Service Name,Service URL,Service Key Features,Service Categories,Service Description
Pulse CMS,www.pulsecms.com,"No Database  No messing with database in
No daatabase
No database",Content Management,"Pulse CMS is the easiest way to build and deploy a responsive, content managed website. Since it's a flat file CMS there is no complicated database setup, just copy it to your server and go."
"Quantum Art, Inc.",www.quantumart.com,,Content Management,
ReadyPortal,www.readyportal.com,,Content Management,
RebelMouse,www.rebelmouse.com,,Content Management,
Salsify,www.salsify.com,,Content Management,
Savvy Software,www.besavvy.com,,Content Management,
SignalMind,www.signalmind.com,,Content Management,
Sitecore,www.Sitecore.net,,Content Management,
Smartling,www.smartling.com,,Content Management,
Solodev,www.solodev.com,"Cloud Based
Powered by Amazon AWS
Multi-Site
Shortcodes
Easy to Use
Scalable
Shopping Cart
Mobile Apps
RESTful API",Content Management,"Solodev CMS is an enterprise-level platform-as-a-service (PaaS) solution that offers a unique framework of innovative features and functionality enabling customers to build fast, dynamic, engaging, award-winning websites and mobile apps. Available on-premise or in our state-of-the-art AWS Cloud environment, Solodev CMS was built to deliver the right personalized web experience to the right customer at the right time on the right device."
Spinutech,www.spinutech.com,,Content Management,
SpringCM,www.springcm.com,,Content Management,
Squiz,www.squiz.net,,Content Management,
Stantive Technologies Group,www.stantive.com/,,Content Management,
SubHub,www.subhub.com/,,Content Management,
Submittable,www.submittable.com,,Content Management,
Systemware,www.systemware.com,,Content Management,
The Plant,www.theplant.jp,,Content Management,
Titan CMS,www.titancms.com,,Content Management,
TourCMS,www.tourcms.com,,Content Management,
Unidev,www.unidev.com,,Content Management,
Vasont Systems,www.vasont.com,,Content Management,
Veeva Systems,www.veevasystems.com,,Content Management,
Waves2,www.waves2.com,,Content Management,
Webnodes,www.webnodes.com,,Content Management,
Webvanta,www.webvanta.com,,Content Management,
WittyParrot,www.wittyparrot.com,,Content Management,
Xerox DocuShare,docushare.xerox.com,,Content Management,
Zimplit,www.zimplit.com,,Content Management,
DemoUp,www.demoup.com," Video database containing 100,000 clips
Automated videos to product matching
Video analytics
Video SEO for better page rankings
Global video streaming via CDN
Optimized videos for all end devices
Upload of own videos",Ecommerce Software,"DemoUp is an ecommerce video database. It contains 100,000 product videos from the world's biggest brands.Online retailers connect to our database and our videos are matched to their corresponding product pages automatically. Thus all the newest videos will always be live at your product pages. More than 90% of all consumeres like to watch product videos. So it is about time tofulfill their wish."
PT Legal,www.compellinglegalwebs..,"Accolates & Awards
Attorney Profiles
Practice Pages
News & Legal Notices
Search Engine Optimization
Mobile & Responsive Design
Video & Multimedia
Blogs
Search by Practice Area & Industry
Personalization & Targeting
Events Calendar",Content Management,"PT Legal helps law firms of all sizes to create compelling legal websites that build credibility and attract new clients. Customers include Labaton Sucharow, Robinson + Cole, State Bar of Georgia, Lando & Anastasi, and many more. PT Legal is a division of PaperThin, Inc., a privately held, MA-based company. PaperThins flagship web content and experience management product CommonSpot helps organizations use content in the most personalized and compelling way so website visitors have an unrivaled experience whether via the web, mobile, or social. Visit our website to learn more. We help Law Firms: Go Mobile with Responsive Design: If you have a website then people are viewing it from mobile devices. If not mobile-friendly, the only thing your website will be remembered for is a poor experience. In fact, fifty percent of prospective clients will never visit your site again if the first experience is a bad one. Make every mobile experience count using CommonSpot. Showcase Expertise Using Attorney Profiles:Demonstrate you have the most experienced, respected, and approachable practitioners around by showcasing attorney and partner expertise, whether industry and practice areas, ongoing and settled cases, professional associations and pro bono work, or major achievements and client testimonials. Personalize Experiences for Prospective Clients:Building meaningful relationships online means satisfying your prospective clients needs, whether looking for class action defense litigation information or industry expertise. Learn how personalized and targeted content can help drive new business. Optimize for Search Engines:CommonSpots SEO capabilities enable you to add content to a page and easily optimize it for search engines as you go. Once published, your content will be client- and SEO-friendly offering the engaging user experiences that search engines reward. Improve Results using Analytics:Ramp up results exponentially using CommonSpots intuitive, on-page analytics. Enable users to make informed decisions about web content or social conversions by giving them easy access to valuable insights so they can optimize content as they work on it, and maximize conversions. Stand Out in a Crowded Market Socially:Use social media (LinkedIn, Twitter, etc.) to build your brand and establish a positive online reputation, as well as increase traffic and page rank for your website. Share high quality, useful content (blogs, infographics, commentary, etc) to position yourself as the go to authority within your area of expertise, and improve SEO from links and referral traffic. Build Credibility using Videos and Multimedia:Draw new clients in using multimedia assets such as videos and podcasts by giving attorneys a more authentic, human appeal than the typical business bio and headshot. Whether featuring Supreme Court ruling analysis or editorial opinion pieces, videos are a great opportunity to demonstrate expertise and showcase your firms greatest assetsits people. Manage Content Easily:Want to ensure content quality and freshness? Then you need editing tools that help staff members, regardless of skill-set, manage web content with ease. CommonSpot is a powerful and feature-rich web content management system with an intuitive user interface and familiar WYSIWYG tools for effortlessly managing any type of content. Use Practice Pages to Perfectly Position Your Firm:Use CommonSpots Practice feature to demonstrate firm practice information on your website, such as Corporate Law or Intellectual Property. You can also use the Practice feature to portray attorney-specific practice expertise in attorney profiles. "
BrightInfo,Write a review,,Content Marketing Software,
curata,www.curata.com/,,Content Marketing Software,
Inboundli,www.inbound.li,,Content Marketing Software,
NewsCred,www.newscred.com,,Content Marketing Software,
PulsePoint,www.pulsepoint.com,,Content Marketing Software,
Scoop.it,www.scoop.it,,Content Marketing Software,
ScribbleLive,www.scribblelive.com,,Content Marketing Software,"ScribbleLive is the leading content marketing platform that enables brands, sports organizations and media companies to generate significant increases in revenue and ROI by driving engagement across multiple digital content channels. ScribbleLive has an international network of customers including world-class brands such as Bayer, CNN, Red Bull, ESPN, Fast Company, Ferrari, Mashable, Reuters, Rogers, Yahoo and hundreds of others. The company was founded in 2008 and has offices in Toronto, London, New York, Dubai and Melbourne.  For more information, visit www.scribblelive.com."
Yotpo,www.yotpo.com,,Content Marketing Software,
Gatekeeper,Write a review,,"Contract Management
Supply Chain Management",
Selectica,www.selectica.com,,Contract Management,
CobbleStone Systems,www.CobbleStoneSystems...,,Contract Management,
Cloudtract,www.cloudtract.com,"Contract and renewal alerts
Secure document management
Centralized dashboard overview
User management",Contract Management,"Cloudtract is the worlds simplest contract management tool for your business. Set an alert, store your contracts all in one place and authorize the right people to have access. Why? So you never ever lose sight, forget to cancel or renegotiate a contract again. Set a contract alert for all your contracts and automatically receive an email reminding you of your contract expiration dates. So youll always stay ahead of your contracts and you'll always be on time to take the necessary steps. Overview your contracts, valuable contract information and important expiration dates. Store your contracts and all related documents in one safe location. Bye-bye file folder. So long spreadsheets. Farewell unwanted renewed contracts! Welcome Cloudtract. "
ContractRoom,www.contractroom.com,,Contract Management,
ObjectOrb Technologies,www.objectorb.com,,Contract Management,
Omega,pims.omega.no,,Contract Management,
8over8,www.8over8.com,,Contract Management,
A1 Enterprise,www.a1enterprise.com,,Contract Management,
Advanced Software Concepts,www.ascnet.com,,Contract Management,
Apttus,www.apttus.com,,Contract Management,
Avaima,www.avaima.com,,Contract Management,
BidSync,www.bidsync.com,,Contract Management,
Business Integrity,www.business-integrity...,,Contract Management,
CLM Matrix,www.clmmatrix.com,,Contract Management,
Contracked,www.contracked.com,,Contract Management,
Contract Analyst,www.contractanalyst.com,,Contract Management,
Contract Cloud,www.contractcloudinc.com,,Contract Management,
Contract Logix,www.contractlogix.com,"central respository
workflow management
automation
contract creation 
template & clause libraries
key date alerts & reminders
full contract lifecycle management",Contract Management,"Hundreds of global brands have partnered with Contract Logix to improve efficiency in their business practices and mitigate legal and financial risk. Contract Logix provides Contract Lifecycle Management solutions that are purpose-built to address all phases of contract management from authoring to post-execution. - Founded in 1997, were one of the longest tenured companies in CLM.- We provide companies in more than 50 industries with the tools they need to efficiently draft, negotiate, approve, execute and manage their contracts.- Our passion drives our team of highly talented individuals in the pursuit for success! We define success by delivering on our promise."
Contractually,www.contractual.ly,,Contract Management,
ContractWorks,www.contractworks.com,"Secure Contract Repository
Alerts
Reporting
Templates
Quick Search
Permission-based User Roles
Quick Implementation
24/7 Support
Unlimited Contracts
Unlimited Users",Contract Management,
Contrato,www.contrato.eu,,Contract Management,
Corridor Company,www.corridorcompany.com,,Contract Management,
CSS,www.css-security.com,,Contract Management,
Ecteon,www.ecteon.com,,Contract Management,
Exari,www.exari.com,,Contract Management,
F.Logic,www.flinc.com,,Contract Management,
GettingLegalDone,www.gettinglegaldone.com,,Contract Management,
Great Minds Software,www.greatminds-software..,,Contract Management,
i-Scio,www.i-scio.com,,Contract Management,
Icertis,www.icertis.com,,Contract Management,
iContracts,www.icontracts.com,,Contract Management,
intelligentcontract,www.intelligentcontract..,,Contract Management,
Ion Wave Technologies,www.ionwave.net,,Contract Management,
Metridea,www.metridea.com,,Contract Management,
