Service Name,Service URL,Review Name,Review Date,Review Content
1000Minds,www.1000minds.com,Reece,"Thursday, January 7, 2016",I used 1000Minds to survey householder preferences for my masters degree. I found the software easy to use for myself and the participants. Very easy to export the data for statistical analysis.Being free for student use is great too!
MultaCOM ,Write a review,Thomp,"Wednesday, January 20, 2016",Datasoft Networks are leaders in the hosting market. I can't live without them
MultaCOM ,Write a review,Moujan Ahouraian,"Tuesday, December 22, 2015","We've had our servers and cloud setup here at Multacom for years and have always been quite pleased with the level of professionalism our account has been handled. The staff is most knowledgeable, and always suggest the best solutions for our company keeping in mind the cost. We've always got the best bang for the buck here, and we do shop the solutions every time. Over the years their service and response time has actually become even better, which is what kept us here throughout. I would recommend this company to anyone looking for their services.   "
MultaCOM ,Write a review,Jeff,"Wednesday, July 31, 2013","Never have I found a service as reliable as MultaCOM. Reasonably priced with a wonderful customer support team (if need be), there's no better network out there. Highly recommended!"
MultaCOM ,Write a review,Clarissa Snow,"Monday, June 24, 2013","I have been using this website to host my business website. I have enjoyed the excellent customer service, and the timely response to all of my questions. I would recommend them to any small business owner."
MultaCOM ,Write a review,hu dongmei,"Monday, April 29, 2013","The stability of the network is very good, but the price is a little high. "
MultaCOM ,Write a review,Bryan,"Tuesday, April 23, 2013",This is the best service around. I've never been more pleased with a product. The customer service is phenomenal. Just an all around great product. I love it!
MultaCOM ,Write a review,Danny,"Monday, January 14, 2013",MultaCOM is a fantastic product that I have had no problems with. Also whenever I had any questions their customer service was absolutely amazing and helpful. 
MultaCOM ,Write a review,Derrick M,"Thursday, January 3, 2013",Great product and good customer support to boot. The pricing is competitive and no annoying downtime or outages. A great server overall. 
MultaCOM ,Write a review,Gloria Sands,"Thursday, November 29, 2012",MultaCOM offer one of the best possible services and products for the price. I have had no problems working with them at all and they're very personable. An excellent choice.
MultaCOM ,Write a review,Steve,"Monday, November 19, 2012",I have to say that the service was fantastic. The network itself surpassed my expectations. I am completely happy with this!
MultaCOM ,Write a review,Rizwan Bin Tahir,"Saturday, April 21, 2012","100% Satisfied, Very helpfull and professional team."
MultaCOM ,Write a review,Jake,"Wednesday, April 18, 2012",Best service all around. Their network has been amazing and I have servers with a lot of providers none come close.  Hardware they use is top notch.  Support has been very helpful.
